Name,BroadClass,Period,UnitaryAuthority,lon,lat
Oaklands Moated Site                                                                                                                                  ,Domestic,Medieval,Powys,-3.347336260074859,51.97924023259308
Gaer Fach                                                                                                                                             ,Defence,Prehistoric,Powys,-3.445292610616355,52.01929496780192
Twmpan Castle Mound,Defence,Medieval,Powys,-3.2727613581193933,51.92282243606734
Hen Castell                                                                                                                                           ,Domestic,Medieval,Powys,-3.1439794012627003,51.8421801588426
Llanddew Castle                                                                                                                                       ,Defence,Medieval,Powys,-3.3763054699479964,51.96764796361544
Coed Cefn hillfort                                                                                                                                    ,Defence,Prehistoric,Powys,-3.122272177790051,51.86060575960112
Pen-y-Crug                                                                                                                                            ,Defence,Prehistoric,Powys,-3.414233787053612,51.96328715965932
Saith-Maen Standing Stones                                                                                                                            ,"Religious, Ritual and Funerary",Bronze Age,Powys,-3.5397976621244576,52.23100226136115
Pen-y-Garn-Goch Long Barrow                                                                                                                           ,"Religious, Ritual and Funerary",Prehistoric,Powys,-3.630950798767447,52.13949575102576
Mynydd Llangorse Cairn                                                                                                                                ,"Religious, Ritual and Funerary",Prehistoric,Powys,-3.2147313531694213,51.927382943086805
Ffawyddog Gaer                                                                                                                                        ,Defence,Prehistoric,Powys,-3.169318106634606,51.858753775444825
Cerrig Duon Stone Circle,"Religious, Ritual and Funerary",Prehistoric,Powys,-3.6698546064934736,51.87233200184674
Saith Maen,"Religious, Ritual and Funerary",Prehistoric,Powys,-3.6948302676322204,51.82493836024694
Section of Road NE of Coelbren Fort                                                                                                                   ,Transport,Roman,Powys,-3.643771719639679,51.786827473508936
Hay Castle                                                                                                                                            ,Defence,Medieval,Powys,-3.125712193820232,52.07369037123037
Great House Mound & Bailey Castle                                                                                                                     ,Defence,Medieval,Powys,-3.2085446068938905,52.03480161589623
Llyswen Camp                                                                                                                                          ,Defence,Prehistoric,Powys,-3.2733431419146126,52.03268936146939
Trefecca Castle Mound                                                                                                                                 ,Defence,Medieval,Powys,-3.250985335273095,51.98269510412126
Standing Stone E of Llangoed Wood,"Religious, Ritual and Funerary",Prehistoric,Powys,-3.280388536746805,52.04763724391919
Trefecca Fawr Garden Earthworks                                                                                                   ,Agriculture and Subsistence,Medieval,Powys,-3.2493649345737032,51.977839058909474
Earthworks SW of Church,Monument,Medieval,Powys,-3.5130459443505213,52.18925176705177
Round Barrows 2400m WNW of Drover's Arms                                                                                                              ,"Religious, Ritual and Funerary",Prehistoric,Powys,-3.518684782968169,52.10613616220744
Round Cairn 800m SW of Gwar-y-Felin                                                                                                                   ,"Religious, Ritual and Funerary",Prehistoric,Powys,-3.567075765079011,52.00238000298822
Twyn Cerrig-Cadarn Round Cairn                                                                                                                        ,"Religious, Ritual and Funerary",Prehistoric,Powys,-3.5351091820524583,52.03545800754156
Inscribed Stone in Church                                                                                                                             ,"Religious, Ritual and Funerary",Early Medieval,Powys,-3.1925076863823074,51.90702919037929
Garn Wen Round Cairn                                                                                                                                  ,"Religious, Ritual and Funerary",Prehistoric,Powys,-3.6374869536635317,52.01802032420401
Standing Stone 252m South of Bencroft Lane                                                                                                            ,"Religious, Ritual and Funerary",Prehistoric,Monmouthshire,-2.8021329548670635,51.58595943777646
Round Cairn S of Bryn Melin                                                                                                                           ,"Religious, Ritual and Funerary",Prehistoric,Powys,-3.6210879293551987,52.01911938028617
Crickhowell Castle,Defence,Medieval,Powys,-3.137638334988456,51.85723923519376
Llwyn-y-Fedwen Standing Stone                                                                                                                         ,"Religious, Ritual and Funerary",Prehistoric,Powys,-3.2271515417545995,51.875661799204885
Cwrt-y-Gollen Standing Stone                                                                                                                          ,"Religious, Ritual and Funerary",Prehistoric,Powys,-3.115541642684877,51.8450608541783
Twyn-y-Beddau Round Barrow                                                                                                                            ,"Religious, Ritual and Funerary",Prehistoric,Powys,-3.107356850689271,52.04066048264715
Cross-Slab in Church                                                                                                                                  ,"Religious, Ritual and Funerary",Early Medieval,Powys,-3.4078911756724586,51.981507810477325
Cross-Slab in Churchyard                                                                                                                              ,"Religious, Ritual and Funerary",Early Medieval,Powys,-3.438935412420254,51.94333250243708
Cross-Slab in Church                                                                                                                                  ,"Religious, Ritual and Funerary",Early Medieval,Powys,-3.325686425258049,51.92897264905596
"Castell-Du, Sennybridge",Defence,Medieval,Powys,-3.5730415326208322,51.943576647217625
Cilwhybert Castle Mound                                                                                                                               ,Defence,Medieval,Powys,-3.434886906045711,51.93090177727582
Crug Hywel Camp                                                                                                                                       ,Defence,Prehistoric,Powys,-3.126483725052076,51.87921346450713
Pen Trumau Round Cairns                                                                                                                               ,"Religious, Ritual and Funerary",Prehistoric,Powys,-3.1693554123772825,51.95531977732547
Bwlch Round Cairn                                                                                                                                     ,"Religious, Ritual and Funerary",Prehistoric,Powys,-3.230093804790328,51.89829828427669
Cefn Moel Round Barrows                                                                                                                               ,"Religious, Ritual and Funerary",Prehistoric,Powys,-3.2280373203979305,51.905494853660464
Cefn Esgair-Carnau Round Cairns                                                                                                                       ,"Religious, Ritual and Funerary",Prehistoric,Powys,-3.4892350318148546,51.81071004978556
Cambrian Factory Standing Stone                                                                                                                       ,"Religious, Ritual and Funerary",Prehistoric,Powys,-3.629803205563613,52.1140659811879
Penmyarth Standing Stone                                                                                                                              ,"Religious, Ritual and Funerary",Prehistoric,Powys,-3.1882504954730653,51.871304777047655
Battle Standing Stone                                                                                                                                 ,"Religious, Ritual and Funerary",Prehistoric,Powys,-3.4477609142992303,51.96528929368833
Cader Fawr Round Cairn                                                                                                                                ,"Religious, Ritual and Funerary",Prehistoric,Rhondda Cynon Taff,-3.4844027814725997,51.79918086229228
Gileston Standing Stone                                                                                                                               ,"Religious, Ritual and Funerary",Prehistoric,Powys,-3.285330579085182,51.905179630359555
Gwern-Wyddog Standing Stone                                                                                                                           ,"Religious, Ritual and Funerary",Prehistoric,Powys,-3.698736313916833,51.941370900140775
Mynydd Bach-Trecastell Round Cairn,"Religious, Ritual and Funerary",Prehistoric,Powys,-3.7022518353247946,51.96504924337675
Hirllwyn Camp                                                                                                                                         ,Monument,Medieval,Powys,-3.6211459762006104,52.030798574428246
Nant Crew Inscribed Stone (now in Cefn Coed Church)                                                                                                   ,"Religious, Ritual and Funerary",Early Medieval,Merthyr Tydfil,-3.403485373476885,51.76294037411655
Tretower Barn,Agriculture and Subsistence,Medieval,Powys,-3.1837024388082087,51.883408017051075
Tower Hill Round Barrow                                                                                                                               ,"Religious, Ritual and Funerary",Prehistoric,Powys,-3.4662921105418087,52.15503747774193
Llanfilo Moated Site                                                                                                                                  ,Defence,Medieval,Powys,-3.2842897737471297,51.98431460500242
Allt yr Esgair Camp,Defence,Prehistoric,Powys,-3.2724736222815918,51.91213483361977
Plas-y-Gaer Camp                                                                                                                                      ,Defence,Prehistoric,Powys,-3.4075159276566684,51.91191866664608
Castell Madoc Ringwork                                                                                                                                ,Defence,Medieval,Powys,-3.4218921479384474,52.023113402287585
Banc Paderau Round Cairn                                                                                                                              ,"Religious, Ritual and Funerary",Prehistoric,Powys,-3.644782958318775,52.15914755507868
Coed y Caerau Camp                                                                                                                                    ,Defence,Prehistoric,Powys,-3.3544079083097467,51.90665258330959
Iron Furnace SW of Clydach                                                                                                                            ,Industrial,Post Medieval/Modern,Monmouthshire,-3.114842327162834,51.81793158062328
Site of Hirwaun Ironworks                                                                                                                             ,Industrial,Post Medieval/Modern,Rhondda Cynon Taff,-3.511709364176404,51.74145632265781
Crannog in Llangorse Lake,Domestic,Early Medieval,Powys,-3.268560420935591,51.93371134177419
Clydach Ironworks (remains) and Smart's Bridge                                                                                                        ,Industrial,Post Medieval/Modern,Monmouthshire,-3.1195973125216288,51.812518541469686
Roman Marching Camp NE of Maen Madog                                                                                                                  ,Defence,Roman,Powys,-3.563831120017785,51.83557469426542
Round Barrow SW of Maen Llia                                                                                                                          ,"Religious, Ritual and Funerary",Prehistoric,Powys,-3.564913809261706,51.85883985347364
Round Cairn NW of Blaen-Nedd Isaf                                                                                                                     ,"Religious, Ritual and Funerary",Prehistoric,Powys,-3.586473780702684,51.81989543969572
Gwenddwr Deserted Village,Domestic,Medieval,Powys,-3.3662713838419993,52.08129767383421
Standing Stone N of Golden Grove                                                                                                                      ,"Religious, Ritual and Funerary",Prehistoric,Powys,-3.1051123591856253,51.853692087476226
"Churchyard Cross, St Issau's Church                                                                                                                   ","Religious, Ritual and Funerary",Medieval,Powys,-3.049319245594176,51.895706701967285
Pillow Mounds at Pant Mawr,Agriculture and Subsistence,Post Medieval/Modern,Powys,-3.6173123770246813,51.80832538577655
Earthwork 675m W of Dan-y-Cefn                                                                                                                        ,Defence,Medieval,Powys,-3.443104199673674,51.93269849953326
Moated Site 670m NE of Lower Penwaun                                                                                                                  ,Defence,Medieval,Powys,-3.3352428679021444,51.97944993846853
Early Christian Inscribed Stone in Defynnog Church,"Religious, Ritual and Funerary",Early Medieval,Powys,-3.5650106310403102,51.9394037173992
Corn Drying Kiln 340m S of Cryn-Fryn                                                                                                                  ,Industrial,Medieval,Powys,-3.502721934990806,52.24574014271113
Round Cairn 130m E of Cryn-Fryn                                                                                                                       ,"Religious, Ritual and Funerary",Prehistoric,Powys,-3.5002276597059994,52.24908958736304
Coed Pentwyn Hillfort                                                                                                                                 ,Defence,Prehistoric,Powys,-3.171864135311623,51.83882154110768
Llandefaelog Fach Motte                                                                                                                               ,Defence,Medieval,Powys,-3.409279775052841,51.98121246446402
Castle Madoc Mound                                                                                                                                    ,Defence,Medieval,Powys,-3.4230200122606846,52.02191292492095
Garden Earthworks at Old Gwernyfed                                                                                                                    ,"Gardens, Parks and Urban Spaces",Post Medieval/Modern,Powys,-3.194144337538121,52.02123701835359
Llangynidr Deserted Medieval Village (part of)                                                                                                        ,Domestic,Medieval,Powys,-3.229329027756522,51.865487791313456
Fennifach Standing Stone                                                                                                                              ,"Religious, Ritual and Funerary",Prehistoric,Powys,-3.431713140466471,51.96141245077601
Enclosure W of Allt yr Esgair                                                                                                                         ,Monument,Prehistoric,Powys,-3.2762216486465765,51.90946876360357
"Ynysgedwyn Colliery, Fan House",Industrial,Post Medieval/Modern,Powys,-3.738824134726181,51.78602611295221
Pont Gihirych                                                                                                                                         ,Transport,Post Medieval/Modern,Powys,-3.620137845946092,51.87817061477266
The Scottish Pedlar Wayside Cross                                                                                                                     ,"Religious, Ritual and Funerary",Medieval,Powys,-3.1250179409914187,52.040268361083896
Lefel Fawr Coal Adit,Industrial,Post Medieval/Modern,Powys,-3.7193015997686127,51.79802985444222
Banc y Celyn Stone Circle                                                                                                                             ,"Religious, Ritual and Funerary",Prehistoric,Powys,-3.3860599699989398,52.107185988802385
Cefn Clawdd Cairn                                                                                                                                     ,"Religious, Ritual and Funerary",Prehistoric,Powys,-3.4129795201519513,52.054771125474915
Hindwell Farm Round Barrows,"Religious, Ritual and Funerary",Prehistoric,Powys,-3.0953860829957365,52.24010925411456
Gwaun Ymryson Round Cairn                                                                                                                             ,"Religious, Ritual and Funerary",Prehistoric,Powys,-3.413067638257835,52.06033566486124
Bailey Bach Round Cairn and Cist                                                                                                                      ,"Religious, Ritual and Funerary",Bronze Age,Powys,-3.4150827084064592,52.04332695056217
Ring Cairn on Esgair Ceiliog                                                                                                                          ,"Religious, Ritual and Funerary",Prehistoric,Powys,-3.615481012014225,52.23284954272609
Prehistoric Enclosure & Settlement Site on Craig y Llysiau                                                                                            ,Monument,Prehistoric,Powys,-3.6331607287211547,52.237767136226054
Standing Stone 400m ENE of Four Stones                                                                                                                ,"Religious, Ritual and Funerary",Prehistoric,Powys,-3.101086091968565,52.241413809866536
Three Round Cairns on y Gamriw                                                                                                                        ,"Religious, Ritual and Funerary",Bronze Age,Powys,-3.5483622472164162,52.240214008117
Two Ring Cairns near Esgair Hafod                                                                                                                     ,"Religious, Ritual and Funerary",Prehistoric,Powys,-3.624893606013236,52.233160868958855
Standing Stone & Round Barrow SE of Henriw                                                                                                            ,"Religious, Ritual and Funerary",Prehistoric,Powys,-3.5235389649808146,52.38632638872746
Boughrood Castle                                                                                                                                      ,Defence,Medieval,Powys,-3.2663864152060818,52.043922399167016
Two Round Cairns on y Gamriw                                                                                                                          ,"Religious, Ritual and Funerary",Prehistoric,Powys,-3.5319816987504877,52.24513016030202
Ring Cairn on Garn Lwyd                                                                                                                               ,"Religious, Ritual and Funerary",Prehistoric,Powys,-3.5839840884002343,52.24399405548476
Hafotau Settlement on Bryn Melys                                                                                                                      ,Domestic,Medieval,Powys,-3.5658533546242412,52.22825871988241
Round Barrow SE of Llyn Nant-Llys                                                                                                                     ,"Religious, Ritual and Funerary",Prehistoric,Powys,-3.620066595397852,51.99004575624257
Llechryd Bridge                                                                                                                                       ,Transport,Post Medieval/Modern,Ceredigion,-4.600991485406705,52.06229688862849
Cardigan Bridge,Transport,Post Medieval/Modern,Ceredigion,-4.660676833731518,52.080649148100754
Castell Gwallter                                                                                                                                      ,Defence,Medieval,Ceredigion,-4.02965411074917,52.46153681349243
"Hen Bont, Pont-Erwyd",Transport,Post Medieval/Modern,Ceredigion,-3.8415498493165936,52.41154107327747
Remains of Blaenau Stone Circle                                                                                                                       ,"Religious, Ritual and Funerary",Prehistoric,Powys,-3.1102125889742207,52.02940378270163
Dinas Cerdin                                                                                                                                          ,Defence,Prehistoric,Ceredigion,-4.357958271549985,52.09748381092125
Pen Coed-Foel Camp,Defence,Prehistoric,Ceredigion,-4.299068481608979,52.061050665946674
Castell Gwynionydd                                                                                                                                    ,Defence,Medieval,Ceredigion,-4.300280229631684,52.05425575383065
Cefn Blewog Camp,Monument,Prehistoric,Ceredigion,-3.9137574849393415,52.33475821909159
Coed Allt-Fedw Camp                                                                                                                                   ,Monument,Prehistoric,Ceredigion,-3.9659164141121037,52.337920655751624
Hen Gaer Hilltop Enclosure,Defence,Prehistoric,Ceredigion,-4.012716256425011,52.440354844012056
Tomen Llanio                                                                                                                                          ,Defence,Medieval,Ceredigion,-3.9611999845022283,52.203044179327925
"Llys Arthur, Dyffryn-Castell",Domestic,Medieval,Ceredigion,-3.785966046623039,52.42704072006215
Camp near Garth-Penrhyn-Coch                                                                                                                          ,Monument,Prehistoric,Ceredigion,-3.975341881854576,52.43765848447029
Pen-y-Castell Group,Defence,Prehistoric,Ceredigion,-4.012983253695794,52.35226057588603
Daren Camp,Defence,Prehistoric,Ceredigion,-3.9446528700026016,52.42898716511445
Disgwylfa Fawr Round Barrow,"Religious, Ritual and Funerary",Prehistoric,Ceredigion,-3.8592155351749327,52.445952713792884
Cairns on Pen Plynlimon-Arwystli                                                                                                                      ,"Religious, Ritual and Funerary",Prehistoric,Powys,-3.745740504223389,52.475069563189784
The Mount Round Barrow near Maes-y-Gwaelod                                                                                                            ,"Religious, Ritual and Funerary",Prehistoric,Powys,-3.4538771487318773,52.36853901902942
"Y Garn, 2400m NNW of Eisteddfa-Gurig                                                                                                                  ","Religious, Ritual and Funerary",Prehistoric,Ceredigion,-3.8031345510397903,52.45055269644753
North Cairn on Pen Plynlimon-Fawr                                                                                                                     ,"Religious, Ritual and Funerary",Prehistoric,Ceredigion,-3.7826739705149235,52.46791011639446
Central Cairn on Pen Plynlimon-Fawr                                                                                                                   ,"Religious, Ritual and Funerary",Prehistoric,Ceredigion,-3.783061412939565,52.46693323633814
Cairn on Pen Lluest-y-Carn                                                                                                                            ,"Religious, Ritual and Funerary",Prehistoric,Ceredigion,-3.7659903677126,52.46377281162175
Fforest Wood Mound & Bailey Castle                                                                                                                    ,Defence,Medieval,Powys,-3.3161537648383135,52.1669327490731
Cairn 400m N of Lle'r Neuaddau                                                                                                                        ,"Religious, Ritual and Funerary",Prehistoric,Ceredigion,-3.827429435405502,52.45158229035068
Ty-Lettice Round Barrow,"Religious, Ritual and Funerary",Prehistoric,Powys,-3.4824505199796265,52.30681181477245
"Y Garnedd, Hirnant                                                                                                                                    ","Religious, Ritual and Funerary",Prehistoric,Ceredigion,-3.8348188224243738,52.43994113397897
Cairn Circle 400m SW of Lle'r Neuaddau                                                                                                                ,"Religious, Ritual and Funerary",Prehistoric,Ceredigion,-3.83251051426154,52.44565038186018
"Carn Owen, Cerrig yr Hafan","Religious, Ritual and Funerary",Prehistoric,Ceredigion,-3.867969653563557,52.477212034527696
Round Barrow 290m SSW of Nant-y-Moch,"Religious, Ritual and Funerary",Prehistoric,Ceredigion,-3.821923206801928,52.46400314122057
Four Inscribed Stones in Church,"Religious, Ritual and Funerary",Early Medieval,Ceredigion,-3.9555988527223866,52.17980372171116
Old Castle Mound                                                                                                                                      ,Defence,Medieval,Powys,-3.3317425754527084,52.258016096607065
Dyffryn-Bern Inscribed Stone                                                                                                                          ,"Religious, Ritual and Funerary",Early Medieval,Ceredigion,-4.501329958224992,52.134067705715594
Nant Barre Caerau                                                                                                                                     ,Defence,Prehistoric,Ceredigion,-4.396289822078229,52.118526136654665
Dinas SW of Aber-Peithnant,Defence,Prehistoric,Ceredigion,-3.850926450169103,52.43355801176302
Caer Argoed,Defence,Prehistoric,Ceredigion,-4.032044582734661,52.31964530833668
Castell Nant-y-Garan                                                                                                                                  ,Defence,Medieval,Ceredigion,-4.378983425467076,52.05358256710519
Castell Nadolig,Defence,Prehistoric,Ceredigion,-4.486891242165659,52.12565946343032
Gaer Wen                                                                                                                                              ,Monument,Prehistoric,Ceredigion,-4.420183237678498,52.18013065721597
Castell 585m NW of Pen-y-Rhiw,Monument,Medieval,Ceredigion,-4.4058360016605835,52.17314044906252
Llyn Gwyn Earthwork                                                                                                                                   ,Monument,Unknown,Powys,-3.4486198397919217,52.27470237925154
Castell Bach                                                                                                                                          ,Defence,Prehistoric,Ceredigion,-4.482535028794988,52.15398794267384
Pen Dinas Lochtyn,Defence,Prehistoric,Ceredigion,-4.464176439551863,52.166225273560286
"Stone Circle and Round Cairns, Hirnant","Religious, Ritual and Funerary",Prehistoric,Ceredigion,-3.835627896997983,52.43887660285025
Castell S of Goginan-Fach,Defence,Prehistoric,Ceredigion,-3.921669310982633,52.41900504522233
Two Cairns on Mynydd Bach,"Religious, Ritual and Funerary",Prehistoric,Ceredigion,-4.028432092229519,52.289747264763534
Caer Penrhos,Defence,Prehistoric,Ceredigion,-4.124802861738039,52.30512726867333
Gilfach-Hafel Camp,Defence,Prehistoric,Ceredigion,-4.115030733972161,52.30968173599091
Castle Tan-y-Castell,Defence,Medieval,Ceredigion,-4.080763392997329,52.39066707787618
Bryn Rhosau Round Barrows                                                                                                                             ,"Religious, Ritual and Funerary",Prehistoric,Ceredigion,-3.8633434444140233,52.4032511763886
Llech Gron,"Religious, Ritual and Funerary",Prehistoric,Ceredigion,-4.137121994426072,52.262436495013844
Maerdy Gaer                                                                                                                                           ,Monument,Prehistoric,Ceredigion,-4.4072586260477085,52.14938045142683
Domen Las                                                                                                                                             ,Defence,Medieval,Ceredigion,-3.937693484030607,52.55389124806772
Caer Lletty-Llwyd,Defence,Prehistoric,Ceredigion,-3.9877636316930967,52.475330950645244
Castell Pistog                                                                                                                                        ,Defence,Medieval,Ceredigion,-4.359701156223397,52.03810775072197
Adpar Castle Mound                                                                                                                                    ,Defence,Medieval,Ceredigion,-4.466346223358198,52.04093130466076
Cnwclas Castle                                                                                                                                        ,Defence,Medieval,Powys,-3.102902885108458,52.3635887472184
Castle Hill Sculptured Stone (Moved into Llanilar Church)                                                                                             ,"Religious, Ritual and Funerary",Early Medieval,Ceredigion,-4.022285736870489,52.35660644177746
Pen y Bannau Camp,Defence,Prehistoric,Ceredigion,-3.84598038907604,52.28553025021541
Crugyn Tump Castle Mound                                                                                                                              ,Defence,Medieval,Powys,-3.22382810254063,52.423057662920755
Llanwnnws Inscribed Stone in Church                                                                                                                   ,"Religious, Ritual and Funerary",Early Medieval,Ceredigion,-3.929920638289872,52.30785340916682
Moelfryn Round Cairn                                                                                                                                  ,"Religious, Ritual and Funerary",Prehistoric,Ceredigion,-3.962676672848808,52.127605872173135
Caer Cadwgan                                                                                                                                          ,Defence,Prehistoric,Ceredigion,-4.013233545837625,52.11252805348311
Old Castle Mound,Defence,Medieval,Ceredigion,-4.68037032709392,52.08532863840857
Llanwnnen Ring Motte,Defence,Medieval,Ceredigion,-4.142079042866411,52.10307187276133
Round Barrow NE of Cefn-Ceido Hall                                                                                                                    ,"Religious, Ritual and Funerary",Prehistoric,Powys,-3.490177754068043,52.3045477192811
Coed Ty'n-y-Cwm Camps,Defence,Prehistoric,Ceredigion,-3.9260850544246946,52.34653442452486
Castell Bwa-drain Camp                                                                                                                                ,Defence,Prehistoric,Ceredigion,-3.892989193714128,52.397978631709464
Bwlch-y-Crwys Round Barrow                                                                                                                            ,"Religious, Ritual and Funerary",Prehistoric,Ceredigion,-3.8962976180149407,52.38121066654402
Cardigan Castle,Defence,Medieval,Ceredigion,-4.660554820804275,52.08154220500672
Bryndyfi Lead Mine,Industrial,Post Medieval/Modern,Ceredigion,-3.942809440832676,52.522446025717414
Moated Site at Trefenter,Domestic,Post Medieval/Modern,Ceredigion,-4.048290366575847,52.2942868365755
Llanio Roman Fort and Bathhouse,Defence,Roman,Ceredigion,-3.9851816996906897,52.189488088507076
Ynys Tudor Burial Mound                                                                                                                               ,"Religious, Ritual and Funerary",Prehistoric,Ceredigion,-3.962061078247296,52.517497800460646
Cairn Cemetery on Esgair Gerwyn                                                                                                                       ,"Religious, Ritual and Funerary",Prehistoric,Ceredigion,-3.754351515586897,52.20137465766558
Abermagwr Sawmill                                                                                                                                     ,Industrial,Post Medieval/Modern,Ceredigion,-3.960729609149508,52.34576654946023
Roman Fort 300m NW of Pen-Llwyn,Defence,Roman,Ceredigion,-3.9853380046098437,52.4073697407636
Stone Circle and Associated Structures on Bryn y Gorlan                                                                                               ,"Religious, Ritual and Funerary",Prehistoric,Ceredigion,-3.8304256332426028,52.17630117427543
Blaen Glasffrwd cairn cemetery                                                                                                                        ,"Religious, Ritual and Funerary",Prehistoric,Ceredigion,-3.8014987281371466,52.25303023463061
Cairn S of Banc y Geufron                                                                                                                             ,"Religious, Ritual and Funerary",Prehistoric,Ceredigion,-3.8845892754979205,52.31603959489906
Fron Goch Lead Mine                                                                                                                                   ,Industrial,Post Medieval/Modern,Ceredigion,-3.879032634439262,52.353172727908955
Cwm Castell Iron Age Settlement                                                                                                                       ,Defence,Prehistoric,Ceredigion,-4.239839782635203,52.17583522954901
Bwlch-yr-Oerfa Settlement,"Religious, Ritual and Funerary",Medieval,Ceredigion,-3.8165728624854296,52.358672442334935
Enclosure on Banc Pwlldrainllwyn,Monument,Medieval,Ceredigion,-4.027535681736863,52.305111416486184
Bronfloyd Leadmine                                                                                                                                    ,Industrial,Post Medieval/Modern,Ceredigion,-3.9722052331057096,52.43298138786609
Gaer Roman Site                                                                                                                                       ,Monument,Roman,Powys,-3.147146060144257,52.139108756980704
Pain's Castle                                                                                                                                         ,Defence,Medieval,Powys,-3.2188153420591186,52.10739766501002
Cefnllys Castle                                                                                                                                       ,Defence,Medieval,Powys,-3.3353575804484854,52.24374262821999
Little Hill Round Barrows                                                                                                                             ,"Religious, Ritual and Funerary",Prehistoric,Powys,-3.357967169467914,52.22678840907843
"St Ffraed's Well, Cynhawdre                                                                                                                           ","Religious, Ritual and Funerary",Post Medieval/Modern,Ceredigion,-3.9448327694580523,52.28562439405933
The Four Stones,"Religious, Ritual and Funerary",Prehistoric,Powys,-3.105947331721301,52.24019056578327
Offa's Dyke: Section extending 202m from River Teme to West Street                                                                                    ,Monument,Early Medieval,Powys,-3.0529096377578924,52.346827994138124
Offa's Dyke: Section extending through Great Ffrydd Wood 1693m S to footpath leading to Woodhouse Lane,Monument,Early Medieval,Powys,-3.056150444569528,52.33374477322438
"Offa's Dyke: Section extending 200m S to Pool House, Rhos-y-Meirch                                                                                    ",Monument,Early Medieval,Powys,-3.0593353747444327,52.321471082514726
Camp SW of Castell Cwm Aran                                                                                                                           ,Defence,Prehistoric,Powys,-3.2542348154873126,52.322304185922576
Short Ditch near Beacon Lodge                                                                                                                         ,Monument,Early Medieval,Powys,-3.1916410171391614,52.36539724792554
Tomen Bedd Ugre Mound & Bailey Castle,Defence,Medieval,Powys,-3.3209640543020975,52.31731500821696
"Offa's Dyke: Section extending 2143m S from The Firs, Rhos-y-Meirch",Monument,Early Medieval,Powys,-3.0509631150451115,52.30993903214231
Offa's Dyke: Section from Ditchyeld Bridge to County Boundary,Monument,Early Medieval,Powys,-3.055827489710178,52.23879753866309
Offa's Dyke: Section extending 1960m from Yew Tree Farm to Quarries NE of Granner Wood                                                                ,Monument,Early Medieval,Powys,-3.0703900047233725,52.26945049150572
Offa's Dyke: Section from Granner Wood to Burfa                                                                                                       ,Monument,Early Medieval,Powys,-3.065019326648583,52.25142779835834
Castell Cwm Aran                                                                                                                                      ,Defence,Medieval,Powys,-3.244448222024053,52.32387320549324
Six Stones Stone Circle                                                                                                                               ,"Religious, Ritual and Funerary",Prehistoric,Powys,-3.225069146710843,52.157071019706564
The Fedw Stone Circle 360m W of Llanboidy Wood                                                                                                        ,"Religious, Ritual and Funerary",Prehistoric,Powys,-3.255374191653916,52.21320642526208
Aberedw Castle,Defence,Medieval,Powys,-3.3502497304476884,52.11713226229281
Glog Camp                                                                                                                                             ,Defence,Prehistoric,Powys,-3.1272314226766706,52.31313755879937
Dolbedwin Castle Mound                                                                                                                                ,Defence,Medieval,Powys,-3.1620154522678217,52.13439574906499
Cae-Banal Castle Mound                                                                                                                                ,Defence,Medieval,Powys,-3.2126116461104015,52.222006197424825
Pant-Glas Round Barrow                                                                                                                                ,"Religious, Ritual and Funerary",Prehistoric,Carmarthenshire,-4.596390441076527,51.904895995647465
Cae-glas Round Barrows,"Religious, Ritual and Funerary",Prehistoric,Powys,-3.2661147734631735,52.393015155518874
Castell y Blaidd                                                                                                                                      ,Monument,Prehistoric,Powys,-3.288056443091855,52.40917699907732
Bryn y Maen Round Barrow                                                                                                                              ,"Religious, Ritual and Funerary",Prehistoric,Powys,-3.2354335173281696,52.20350895474826
Beacon Hill Round Barrows                                                                                                                             ,"Religious, Ritual and Funerary",Prehistoric,Powys,-3.210992912367411,52.38292100824122
Graig Camp                                                                                                                                            ,Defence,Prehistoric,Powys,-3.2729169713426183,52.21707335948791
Womaston Castle Mound                                                                                                                                 ,Defence,Medieval,Powys,-3.074125348070985,52.23846158538797
Cefn Bychan Mound (Pillow Mound)                                                                                                                      ,Agriculture and Subsistence,Medieval,Powys,-3.5262016449154414,52.31780787660476
Aberedw Castle Mound,Defence,Medieval,Powys,-3.3473165657540425,52.11527768816302
Ty'n-y-Cwm Camp                                                                                                                                      ,Monument,Prehistoric,Powys,-3.2469974209804002,52.44259478440104
Cwm Berwyn Camp                                                                                                                                       ,Defence,Prehistoric,Powys,-3.3577906758634684,52.18404720274705
Gaer                                                                                                                                                  ,Defence,Roman,Powys,-3.1276253920807258,52.084182553789574
Esgairperfedd Marching Camp                                                                                                                           ,Defence,Roman,Powys,-3.580474335920907,52.31664441743078
Roman Marching Camp (revealed by aerial photography) 500m SSE of Glan-yr-Afon                                                                         ,Defence,Roman,Powys,-3.49028040734494,52.33336248532494
Llandrindod Common Roman Practice Camps,Defence,Roman,Powys,-3.3856845122837615,52.231537081994645
"Roman Fortlet (revealed by aerial photography), Disserth                                                                                              ",Defence,Roman,Powys,-3.4556239357345033,52.17483331438854
Neuadd-Glan-Gwy Standing Stone                                                                                                                        ,"Religious, Ritual and Funerary",Prehistoric,Powys,-3.275722034846551,52.06196581840184
Beili-Bedw Earthworks                                                                                                                                 ,Domestic,Medieval,Powys,-3.474678458270706,52.350101617313356
"Earthwork 100m N of Caer Du, Howey                                                                                                                    ",Monument,Medieval,Powys,-3.3864954366017934,52.22278830404668
Nant Brook Enclosure                                                                                                                                  ,Monument,Unknown,Powys,-3.2746589989980253,52.225766741281745
